time_fs,population_site_1,population_site_2,population_site_3,population_site_4,population_site_5,population_site_6,population_site_7,coherences,pop_site1_broadband,coherence_broadband
5.4000000000e+01,2.0358052966e-03,9.1327543308e-03,5.0632804424e-01,3.9168242851e-01,5.1184408283e-02,4.0293949899e-04,3.9233619842e-02,2.6353084595e+00,2.3261045348e-02,4.9960946858e+00
5.4500000000e+01,2.0640958961e-03,9.1328294492e-03,5.1141056745e-01,3.8624330216e-01,5.1383133572e-02,4.2320276136e-04,3.9342868719e-02,2.6375031340e+00,2.1521574593e-02,4.9971706409e+00
5.5000000000e+01,2.0952494422e-03,9.1010688323e-03,5.1687566583e-01,3.8074730513e-01,5.1418030560e-02,4.4927650300e-04,3.9313403704e-02,2.6362115826e+00,1.9915889728e-02,4.9960604906e+00
5.5500000000e+01,2.1578280602e-03,9.1356559818e-03,5.1742598355e-01,3.8004589524e-01,5.1203642472e-02,4.7415791995e-04,3.9556836779e-02,2.6419130537e+00,1.8418347978e-02,4.9860292611e+00
5.6000000000e+01,2.1969306558e-03,9.1807301534e-03,5.2347028502e-01,3.7405504346e-01,5.1279016916e-02,5.0429471691e-04,3.9313699082e-02,2.6431050606e+00,1.6804086104e-02,4.9802489953e+00
5.6500000000e+01,2.2609123981e-03,9.2795314318e-03,5.2700367924e-01,3.6983988981e-01,5.1350816144e-02,5.4249231259e-04,3.9722678662e-02,2.6506029539e+00,1.5421187467e-02,4.9745332899e+00
5.7000000000e+01,2.3263914293e-03,9.3322176221e-03,5.2778843646e-01,3.6830930898e-01,5.1351721162e-02,5.6844434270e-04,4.0323480004e-02,2.6593582939e+00,1.4131288273e-02,4.9638238458e+00
5.7500000000e+01,2.3609866125e-03,9.2913464104e-03,5.3187894133e-01,3.6450422830e-01,5.1304855251e-02,5.8802416896e-04,4.0071617924e-02,2.6566515449e+00,1.2872541040e-02,4.9517531971e+00
5.8000000000e+01,2.4078722999e-03,9.2757002043e-03,5.3505416751e-01,3.6107472822e-01,5.1475918970e-02,6.1711242734e-04,4.0094500375e-02,2.6582657066e+00,1.1655193109e-02,4.9395285265e+00
5.8500000000e+01,2.4837195742e-03,9.3064296683e-03,5.3640997084e-01,3.5877298445e-01,5.1967190676e-02,6.5445964507e-04,4.0405245147e-02,2.6672642978e+00,1.0612502847e-02,4.9280019615e+00
5.9000000000e+01,2.5489691106e-03,9.3352342086e-03,5.4106536562e-01,3.5307260197e-01,5.2342965428e-02,6.8955464659e-04,4.0945309008e-02,2.6754798598e+00,9.6071603498e-03,4.9221182364e+00
5.9500000000e+01,2.6093694916e-03,9.4413285389e-03,5.4434627050e-01,3.4916803185e-01,5.2425864056e-02,7.2837414045e-04,4.1280761423e-02,2.6840304142e+00,8.5815831685e-03,4.9081682220e+00
6.0000000000e+01,2.6387239035e-03,9.3200338784e-03,5.4957540329e-01,3.4480298555e-01,5.2008287187e-02,7.6507540976e-04,4.0889490781e-02,2.6778724976e+00,7.6440677862e-03,4.8927136418e+00
6.0500000000e+01,2.7164954717e-03,9.3759488074e-03,5.5284821669e-01,3.4121196476e-01,5.1990142100e-02,8.0193122031e-04,4.1055300949e-02,2.6810543072e+00,6.8370074179e-03,4.8763594132e+00
6.1000000000e+01,2.7961143672e-03,9.3686099332e-03,5.5651475998e-01,3.3731183956e-01,5.2216137311e-02,8.4022144949e-04,4.0952317401e-02,2.6835755191e+00,6.0919180544e-03,4.8576745198e+00
